sentiment	productId	userId	summary	text	helpfulY	helpfulN
		A1LGUPJSIOICCD	My dogs love them.	This product was recommended by my veterinarian.  Was glad to find it at such a great price.  My labrador retrievers love them.	0	0
		A1V7ZIOCCGFLZ2	Loves them	My minature schnauzer loves these treats!  I sometimes get the mini treats in chicken so I can give him a few throughout the day or on walks - I do not want him to get overweight since he is a small boy.  I would highly recommend them:)	0	0
		A14O11CKPLPFOG	One Happy Baby here!	My baby loves this. He has regular Bowel movements maybe because of the Probiotics. Its got DHA which is good for eye and brain development. Sometimes we mix it with veggies or fruits. He gobbles it up when he is hungry. Plus it is organic food. All in all highly recommended!	0	0
		A3KHD9ABZAA95W	Great Value and No out of Country Ingredients	I Love Pro Pac Foods.  A great food that my picky dogs love.  I raise Corgis in Indiana and really like the fact that not only do the foods have no out of country ingredients but are locally obtained and made.  My dogs like it much better than Science Diet.	1	1
		A16H21IMBNBL3V	Great and healthy alternative to soda	This is a great drink.  It is just like water with no syrupy taste or texture.  I really enjoy the berry and lime flavors.  No sugar, no salt, no calories, just a little natural sweetener (which is subtle)... need I say more?	0	0
		A2OETFZ7IA6XSQ	Great for colicky acid reflux babies	We tried this as per our ped recommendation for our colicky acid reflux baby who just did not sleep well at all starting at about 2 months old 2-3 oz mixed with her bottle in before bed. From day one this worked great. Just enough to help calm and sooth her and definitely helped relieve some tummy problems and gas from colic crying. She still didn't start sleeping through the night but it definitely helped as she started sleeping at least one 6 hour block at night which is a godsend when you are only getting 3-4 hours total per night.	3	0
		A11S7AGHA0O976	La Tourangelle Avocado Oil	"An excellent product! ... and this particular brand seems to be better than others I have tried in the past. It has a very fresh flavor and can be used in a large variety of ways. It is pure and very tasty when used just as an oil on salads or vegetables, too. The unbreakable ""tin"" container sits in the back corner of my cooking counter and is also used whenever I'm not sure what ingredient I should add next in a recipe preparation! Very nice and well worth the bargain price offered by Amazon and the manufacturer."	4	0
		AMDPYQR7QVOJQ	k-cup cocoa	My grandson loves this.  He makes a cup everytime he stops over. It quick and easy and the taste is good.	0	0
		A1ZWJJE8I7ZT4U	Organic but may contain BPA?	I purchase a variety of organics for my family to minimize the chemicals, herbicides, pesticides and fungicides.  Apparently, organic certification does NOT include the restriction of BPA or Bisphenol-A. BPA is in many canned foods including this canned organic pumpkin manufactured by Farmers Market as of April, 2010. Read about there acknowledgment.<br /><br />BPA has recently been banned by New York State for products intended for children. With that said, do the homework.<br /><br />[...]<br /><br />[...]	11	6
		A3C4SBMB7ODO5T	looks so great on my countertop	Love this!  It saves space and looks great.  I had to move the brewer out a litle bit from under my cabinets to be able to open the top, but otherwise no problem.  There's even enough room on top of the drawer to put my sweetener in a small holder.	0	0
		A6D5A7A1HDBSL	Good chili	This chili is very good, my family loves it. This chili is mildly seasoned, not too spicy. You can also use it as a starter and add a can of your favorite chili beans and if you want it not as thick add a small can of tomato sauce. It will go farther with less expense. Tastes great and makes an easy meal. Goes great with cornbread too.	0	0
		AJD41FBJD9010	hmm... dogs enjoy, but there are healthier liver treat options	"My dogs love these treats, and I do buy them occasionally because they are cheap and perched at the check-out counter of our local garden/feed store. But check out the ingredient list-- I don't think anyone can feel good about feeding their dog high-fructose corn syrup! Just not the healthiest option-- when so many of our dogs are overweight, it seems better to feed them a real liver treat, versus this product which is ""made with liver"".<br /><br />My dogs absolutely love <a href=""http://www.amazon.com/gp/product/B000255OIG"">Pro-Treat Beef Liver, Freeze Dried 14 Ounce</a> (the larger size packages are more economical). I just feel a lot better about feeding real freeze-dried liver that doesn't have all the extra junk in Bil-Jac liver treats.<br /><br />Specifically, these treats have chicken ""by-products""-- that means liquid slaughterhouse run-off and other non-human grade leftovers from the slaughterhouse. UGH! Bil-Jac also includes three preservatives, glycerin (?!), and the corn syrup.<br /><br />~~~~~~~~~~~~~~~~~~~~~~~~~~~<br />Here's the ingredient list for Bil-Jac liver treats, so you can make your own decision:<br /><br />Liver, Chicken By-Products, Chicken By-Product Meal, Corn, Chicken Fat, Glycerin, High Fructose Corn Syrup, Propylene Glycol, Wheat Flour, Phosphoric Acid, Salt, Sodium Propionate and Potassium Sorbate and BHA and Citric Acid (Preservatives), Iron Oxide."	2	1
		A1J1V7RZ3WWYFT	Husbands favorite coffee	This is my husband's favorite coffee now! He is a marine who drinks a ton of energy drinks and this coffee does the trick for him!	0	0
		A2023OTNO3QIIW	Snack bars don't get any better than this	This is my favorite, all-time, snack bar.  Only one problem -- they don't last long in my cupboard.	1	1
		A2VJBGSGUC78FB	Great Healthy Snack	A good tasting light chip that has some value in nutrition.  Everyone get the munchies....is this is a good alternative to eating potato chips!	1	0
		A1ZRMWLJV0GHU2	Sarracenia Leucophylla	Plant arrived packed well and very quickly.  It looks just as it does in the picture and appears to be very healthy.  I am very satified with this product.	0	0
		A2H5PWKGS0EKY	Very Pleased	"My chihuahua/dachshund developed a horrendous skin allergy which got worse when he went outside. He scratched so much, we took him to the vet for a shot, prednisone and antibiotics. I had read about the benefits of Avoderm, and already was feeding them this dog food. I also have a miniature schnauzer. I noticed, when I didn't have Avoderm for a week, but did have Blue Buffalo which is also high quality, that my mix began to shed noticeably. When I bought more Avoderm, he hardly shed. That alone, is reasons for Avoderm. We also bath him with Avoderm shampoo which works effectively with this dog food. He is still on Prednisone, and I bought the largest bag of Avoderm available. With my schnauzer, I've noticed minute changes...no outside odor when she comes inside, breath smells better, even better mood and more running and jumping. She is older.<br /><br />Another benefit, and this is a huge plus, they seem to empty their bowls instead of letting it sit in the evening when they are fed. My mix is still of puppy age so I feed them ""All Stages no grain"" dogfood. It's not the cheapest, but the benefits make it worth it. I'm very pleased."	0	0
		ABNYRKPS270BG	Answer to my lil munchkins severe allergy	my daughter who is 8 months old is on this meyenberg goats milk from 6 months... all i can say is she is an entirely different baby now.<br />She was a colicky baby, severe eczema flares now and then (inflammation and oozing most of the time) .. doctors asked me to try different<br />hypoallergenic formulas which she refused to take just a table spoon in her regular formula.. I gave up hope that she would ever change her formula.<br />in the process i was reading about goats milk and its various benefits. I spoke to the dietitian gastro doc and her pediatrician but none of them agreed<br />that i should feed her the goats milk because it is not nutritionally good for the baby. I was very upset because all i knew was my daughter has cow's milk allergy<br />and she was been fed cows milk despite of the fact it was making her colicky, making her skin worse day by day and she has severe reflux problems. I decided to try this<br />product and luckily i was able to find it in whole foods.. made one bottle and gave it to my daughter while she was asleep. to my surprise she drank it all and she slept<br />good for straight two to three hours which never happened in the last 5 months. though she did not liked the taste later and i had to give her with the ratio of one ounce<br />goats milk to five oz enfamil, now she is doing 5 oz of goats milk to one oz of enfamil. What a dramatic change<br />No Colic, beteer Skin with no oozing or hyper inflammation (i sometimes apply on her milder inflammation 0.5% cortisone)she is still on pepcid for her reflux but she is doing<br />better where as her spitting is concerened alomost 0 spitting (before she use to keep on puking now and then). I look at her and thank God for making me decide on this product<br />as she is a Happy baby now. i can only imagine better for her what will she be like when completely on the goats milk. I have to supplement her with the multi vitamins.<br />I took her recently to her pediatrician, her GI their exact words (her skin has never been this good before)the dietitian is working on my daughter's diet plan to make sure<br />she gets all the nutrients which are essential for a growing baby...<br />I did not wanted to make the trips to the whole foods everytime and pay a higher price for this product when Amazon is selling on a great price of 3 cans.. the shipping is free<br />and the package arrives right on time before i am out of the stock ( you need to order this product before a week so u never run out of it) The packaging is good and the cans are not<br />damaged or dented.<br />Great product<br />Excellent providers Amazon	2	0
		A27Y28KWCDQZC5	Yummy!	I love this brand of k-cup! Just the right blend for me... not too strong, not too light... just right. Amazon gives you the best value when buying k-cups :)	1	0
		A1L6FX4VPMBL8E	Happybellies	My son loves this cereal.  After trying multiple brands, this is the cereal he loves the best.  It makes a perfect puree with no lumps, which is his general probelm with other brands.  I feel good giving it to him as a mom because it does not contain soy, dairy, wheat or gluten.  It is also made without many of the fancy preservatives that are found in other more conventional brands.  We can't wait to try the other varieties!	2	1
		A1A36OARN9HW4V	has a bite to it	This isn't nearly as good as the Dunkin Donuts Pumpkin Spice coffee I've been getting at Wal-Mart.  I particularly didn't like the bitter aftertaste that I couldn't adjust out of it.  No matter how I brewed it or what I put in it, that bite didn't go away.	1	0
		A1EX896992AF4Q	"Replace the ""black cup of coffee"""	"I am in my mid 20s, approx height 5'8"". For a good part of my college years I was 220-250lbs, I have since dropped down to 175 (weight loss not related to this drink). I began a rigorous workout routine once I reached my ideal weight to eliminate the love handles. Working full time and attending Masters Degree classes part time, with a few hours a week spent at the gym, really takes a toll on the energy level. Preworkout I drink Jack3d with A-Akg powder. That product let me tell you is the best thing since slice bread. I am big on Monster Absolute Zero, and if that is not available Monster Low Carb. So when I dropped by the Vitamin Shop a few days ago and the salesman who most certainly knows what he is talking about, dudes rock solid, suggested I try Celsius. Handed me 4 cans of this flavor, ""Sparkling Orange"". Upon initial taste results, it reminds me of Soda. I have not drank soda in upwards of 2 years. This brought all those couch potato memories back, till I rotated the can and read the ingredients. That quickly made the lazy days disappear once more. This drink is loaded with the energy stuff you will expect from a drink such as monster, BUT with a change of pace in taste. It does not taste anything like a redbull or monster or even rockstar, this unique taste separates it from all the energy boosters I've tasted in the passed. Long story short, this does pack a kick. Today is a perfect example, I worked a full shift on 8 hours of sleep, 8am-4pm, worked out at the gym from 9pm-11pm, slept 2 hours, and got up to go into work at 4am, pickup a few hours of overtime, drank a can and I am feeling GREAT. The energy boost is enlightening. So if you are looking for a good energy booster at a better price than most, this is it for you. I love Monster Absolute zero, but it is more than twice the price per can."	1	0
		A3UCN2RGY7O6S1	A great find	Dieting since mid-May using whole grains in pastas, rice, etc, and this orzo in whole wheat is just not able to be found anywhere but here--so happy to find it. (Now if I could also find whole grain orecchiette too, hint). With 9 grams of fiber per 2oz serving, this orzo delivers high fiber, just what I wanted.  Use it in rice dishes like pilafs and stuffed peppers, add to soups, or just serve as a side dish on its own w/butter and sage, etc..no need to go back to white orzo anymore.	2	0
		A2LB1HWWVSGCUU	Microwave pork rinds	Very good flavor and easy to prepare.  Compact for storage. Friends said they really enjoyed them and wanted more. I can't find them in local food stores.	0	0
		A4S3DOXXC21EZ	Puppy loves em!!!	SO glad that I found something that is healthy and yummy for my puppy. She gobbles them up whenever I give them to her.	0	0
		A2L00YZBDOOM8N	I had to stop buying	my wife loves these and was breaking the bank- had to stop buying them.  Great product, good price, but too many of anything is probably not good.	0	0
		A7YRO6JIVVG7D	Best	If you have friends who love Earl Grey tea, buy this as a gift for them.  They will thank you over and over.  It's the best Earl Grey I've ever had.	3	0
		A38DPXQMYBJLXC	Good Deal!	This is the best deal for this kind of coffee I have found yet.  Our Local stors including WallMart do not always carry it and my husband will only drink this kind.	1	0
		A27UAV5WNW3OWL	get up & GO !!!	This stuff is fantastic. I agree with the other complimentry reviews. might i suggest mixing a small amount of this powder with a shot of olive oil?! I actually think it may lengthen the effect even mnore by doing this and it is a fat soluble so it's a lot easier to get down. Because of the chemistry of this molecule, it is bitter and never tastes good. If it really bothers you, it's possible to order some gelatin capsules and make your own guarana capsules! That way you can swallow them and will not have to deal with the taste:)	1	0
		AR38UO36XB7MR	Darn good? Naw, it's HELLA good!!!	Easy to make, and made as directed is tame enough for even the biggest wussy in your life. For the more daring, it makes a great base to experiment on top of. The simmering time on it is not long, and maybe it's just me, but seems to get better the longer it's simmered. I usually go for 3 hours.<br /><br />I've officially stopped buying canned chili since stumbling across this at the store! I would recommend this to any chili fan for when you're to lazy to do it from scratch. Seems pricey here on Amazon though since i've bought mine for $4 a pack average at most stores such as Wal-Mart & WinCo.	0	0
		A170TMX43WWB7U	wonderful	This tea is awesome.  I used to order it at a restaurant that has since closed down and have had a hard time finding hibiscus.  If you make it really strong it is delicious mixed with lemonade.	1	0
		A1ZIL7YH0VMW7C	Excellent!	I haven't tried eating it. I bought it to make vegan DIY pore strips. It totally works! Hooray! I didn't have much luck when microwaving it, but if you boil it like it says on the bottle it firms up quite nicely. Bear in mind, you must add soy milk to make the pore strips. The agar simply doesn't have the ability on it's own.	1	2
		A205U9VCA30HQE	Great treats!	Dogs love 'em!!  I mix the treats in their dog food and they wolf it down within a minute.	0	0
		A1NYKD19R5JQWD	really disappointed	though i did not purchase this through amazon, i did get this recently from thw grocery store, and have to admit im really disappointed.  i followed the instructions the first evening EXACTLY as instructed with the included paper, and no results.  the second day, i brewed just a little longer, still no luck, (basing this off some other comments from other users here on amazon) then today i only did 6oz, not 12 as the paper instructs, and even brewed this for 6 minutes.  still nothing.<br /><br />i really wanted this to work for me like it has for others, i had heard good things and was so excited, but still no luck.  i guess im one of those people this doesnt affect. ill keep trying it daily till i run out, but looks like ill have to try something else.<br /><br />as for taste, its not bad. just tastes like tea leaves, not deliciously fantastic, but not nose-pinchingly undrinkable. good luck to anyone else. hope you have more success with this than i did	0	0
		A386QLKG2EEYEI	Excelent value	Let me start out by saying this bulk tea bag comes with a lot of Hibiscus flowers.  A little bit of hibiscus goes a long way.  I've even reused the the flowers after I am done with my drink.  I recomend this product for anyone who likes hibiscus or sour drinks in general (of course it can be sweetened up too, just like lemonaide.)<br /><br />Pros:<br />Excelent Value<br />Quality flowers<br />Great taste<br />A lot of product<br /><br />Cons:<br />Some flowers are a little gritty -- easily solved with tea strainer/sifter	1	0
		A158I4XBGHVQ7W	Rich, smooth and creamy	Very good hot chocolate.  I have tried a few different brands, and this one is the best I have tried.  Should be priced higher for the quality you get.	0	0
		A1MFG9E45RX5OW	FABulous!	This is such a great chip!  Low-sodium, high fiber, a nice mild balance of saltiness and perfectly crisp.  Versatile, too as they are super alone,  great with salsa, and delicious with cheese.  Everyone I serve these to loves them - and they're surprised that they're so healthy!  (they are gluten free, also)  for nutritional facts check out their website:  [...]	6	0
		A9ELUY7JBX3K3	Perfect blend	I've always hated the Peete's or Starbucks burnt-bitter taste. This is a great blend, still strong without the burn roasting.<br /><br />FYI, low quality beans are burned to hide it's bad taste.	0	0
		A32M0YLNY5YXTG	Fresh and high quality	Cannot consider ourselves experts on North African or Middle Eastern cuisine, or having enough experience with Ras El Hanout to say the aroma and taste is better than competitors.  But the product was extremely fresh and of exquisite smell and taste so am very pleased with the purchase.  Will buy more when the time comes.	0	0
		AYV5TQSAH8JZ0	Great Tasting and Healthy	My entire household loves this bar.  It is very healthy, and cures a sweet attack.  I have it on a monthly order we love it so much.	0	1
		A1PZ6V5ML5VK24	YUM without the BUZZZZZZZZZZ	Great tasting tea - in fact, much better then the bags of same. I'm an Decaf Irish Breakfast tea drinker but can't find that in K-Cups.  English Breakfast in K-cups tastes great!!	1	0
		A17AQQD8K5WB63	delicious	"This tea is great.  I cook it in gallon batches and sweeten it with agave nectar and keep it in the fridge.  I guess it ""worked"" because my daughter was born after just 4 hours of labor and 20 minutes of pushing.  I'm still drinking it since I had just ordered another 3-pack of boxes of it the day before our baby was born.  My husband loves the tea too and he doesn't even have a uterus."	5	1
		A3E28PS1DSTTOO	Best Packaged Gravy ever made (In my humble opinion)	My wife use to make homemade peppered gravy which would take a long time to make and a big mess also.  When we discovered this pepper gravy, we decided that there was no need for the time and mess to make homemade as this was as close as you can get to homemade and again without all the time and mess.  As indicated by others, the addition of other ingredients such as sausage is also quite simple.  We would highly recommend this to anyone who enjoys peppered gravy.	2	0
		A3F8PEV0YXC87A	thick, moist, chewy pieces of something	Not a bad taste, maybe too sweet.  The pieces are fairly thick, it felt like chewing on a piece of thick slightly undercooked bacon.  Meat quality seemed good when you did not find a stringy things.  Needs to be cooked longer.	0	1
		A39Q2NUVJF92X8	Quaility peas. great price	Peas taste as good as those I've bought at the market but are much cheaper per ounce! I store these in the big bag they came in, with a twist tie, and eat them out of an old can that I refill from the bag periodically. I snack on these at work and will be set for months! Only warning: the wasabi on mine is white, not yellow, not that it matters.	1	0
		A2F8YLIDDRJRSA	Buyer beware (of the vendor)	I ordered 15 boxes of this flour, or at least that's what I thought!  The carton in which the flour was delivered sat unopened until recently (September 5, 2012) and lo and behold - only 11 boxes!  I would advise caution if buying from this vendor!!!  The flour itself is great (or I should say was, because General Mills for some reason stopped making it, at least as packaged in 2# boxes).	0	0
		A1HGHFGUN0ZH4H	Popchips Delicious	Not only were the chips delicious but they were delivered quickly and in perfect condition. Will order again. Wish they had an option where u could choose which flavors you want.	1	0
		AZFWPIFGDPFJ	Love this tea!	I love this tea. The flavor is heavenly and the tea bags look like a lovely sachet of poupourri, not a regular tea bag. It's such a pleasing statement, visually, aroma, and flavor. I've given this tea as gifts.	0	0
		A2GOYLSMWP27FW	My dogs love it!!	"My dogs love these treats and I have to say I dont blame them they smell soo good(dont worry I never tasted them) and I feel good in giving my ""babies"" healthy treats that are made in the US not china (hard to come by)Another good flavor is their pumpkin and apple."	1	0
		A7EJERNB7IK3Z	Fantastic health product that tastes great!  Now THIS is real honey!	We all know and have heard of the benefits of pure, organic honey that is not adulterated or pasteurized.  There are countless articles on the internet that describe the health and even curative benefits of pure honey.  Greek mountain honey is no exception.  It is truly one of the last great tasting honeys of the world, with health benefits if imbibed in reasonable amounts.  This honey tastes very different than the typical, commercial and pasteurized junk you find on your mass supermarket shelves, so at first, you may be unsure about the taste.  Rest assured that not only is this honey delicious, with amazing flavor and notes- it is also one of the healthiest and purest honeys made by unique bees that differ from the ones in North America.  I even used a Greek honey and organic cinnamon/lemon juice regimen to rid myself of a cough and sore throat due to a flu! It worked like a charm.	2	0
		A3OGE84FAHACSA	Excellent Product	I have used this product for my Vizsla since he was a puppy. At the age of 6 1/2 because of this product he has very white and clean teeth without being brushed. This is also a special treat as whenever he is left home alone he gets a chew.  He senses when we are leaving and will stand by his treat table waiting for his chew.  I highly recommend this product.	0	0
		A3C00N4UHA5XYX	Very Pure. No Added Fat. Good Price.	I've been buying this for some time. It's expensive but I only eat it once in a while. But now my teenage daughter has discovered it and I can hardly keep the pantry stocked. So I'm glad I thought to check on amazon. With Subscribe and Save it's cheaper than I ever find it in the store (and only one store in my area carries it).<br /><br />What a great food for a teenager to be eating! She makes a parfait with granola, berries and yogurt.<br /><br />Ingredients: whole grain rolled oats, evaporated can juice, pineapple juice concentrate, pear juice concentrate, peach juice concentrate, vitamin E, natural flavor.<br /><br />It is very hard to find granola without added fat. And I really dislike puffed things like rice krispies in granola and it's hard to find that too.	0	0
		A1GNYKVAT4ZHT1	Yummy!	"I am an aficionado of chili. In fact, I cannot remember any chili -- canned or otherwise -- that I actually despised. This particular product is at the top of my list of favorites. It is so good, I order it by the case from Amazon.com. Still, if you like your chili ""hot"" (I don't), then skip this one. It does have all the other flavors, however, which appeal to my taste -- and to friends with whom I have shared this too guarded secret. C'mon Stagg, turn your advertising department loose! It's hard to find this product in my local markets."	0	1
		A34IC3J5YKKYTO	"My dog loves these! Closest I've found to the ""old"" greenies"	"My Maltese absolutely loved the old Greenies.  Then they changed their ""recipe"" and she wouldn't even try the new version.  Turned up her nose and that was that.  I can't recall the exact names of the other types of ""Greenies"" out there and there are only a few, but regardless, she didn't like any of them.  We moved on to another type of treat because I didn't think there was ever going to be another ""Greenie"" type treat that would measure up to the original.  On the outside chance she might like these, I gave them a try.  Turns out she really, really likes them.  So my search to replace the original ""greenie"" is finally over!"	1	0
		A154KKMNQPBB75	Once Great, now becoming less so	We've been getting these for our Newfie for some time.  Over the last few orders, there's been a noticeable degradation of the quality of the chews - It's now rare to get long thick strips - usually we get 2-4 of those in a bag of 30, with the rest being an assortment of either too short or too thin  to provide much more than 2 minutes of chewing.  I believe I'll be finding a new source.	1	0
		AXAAQ96YCKC9F	Wonderful anise flavor...	I tried these five years ago at a Greek cafe. They're sweet, with the pungent flavor of anise. I've looked for them over the years without success until a few days ago. I ordered them and they arrived a day before the estimated arrival. I couldn't be happier, the price is wonderful too.	0	0
		A3MQSTAAJSUGF9	Disappointed!	This product has a strong after-taste of Crayola crayons!<br /><br />I am in the process of trying different brands of coconut oils for cooking purposes.  Upon opening the plastic container, the aroma of crayons immediately fills the room, and this flavor permeates the food that is cooked in it.<br /><br />I suspect the source of the problem is the plastic used in the plastic container as I have not experienced this with any of the other brands purchased.<br /><br />To date, my favorite coconut oil is distributed by Barleans.  The flavor is fantastic.  However, they do not supply a gallon-sized tub,and Dr. Mercola has the best product in that size category.	1	0
		A2UEE7YI6Y1PG4	Hickory flavor	The hickory flavor is repulsive.  I wound up throwing away 5.75 bags worth from my 6 bag order because not even the vultures at my office would eat this crap.  The texture of the beef is dry and mealy with almost a powdery quality to it.  Not moist, not tender, not flavorful, just disgusting.	0	2
		A3MZFG4EECNX7Y	Just a very good cookie.	"This is one of the few products I would buy even if I could have wheat products.  The cookie is not a ""soft"" type cookie.  I've had good luck with shipping, they are packaged well from the factory, and amazon does a fair job in packaging for shipping."	1	0
		A27YPCR3ZXWVFE	So Delicious...Yet my companions wont touch them.	Great chips, great price.  Odds are that you will have them to yourself.  If you like your fish and chips soaked in malt vinegar, you will love these.  The best salt and vinegar chips I have ever had (and I love this flavor, mind you).  They are spectacular with deli sandwiches or on their own.  Since I have found that S&V is palatable to only the most intelligent of our species I know that my afternoon snack is all mine, unless of course I run into another heavy brained, hearty breathed like mind.  -Summary- If you like the taste of bitter sweet salty vinegar and a crispy chip to boot you wont pucker at the sight of these handily bagged morsels.  It is the first and only time I have committed to a whole case of chips and I will do it again.  Mmmmm... vinegar...	1	1
		A2M1HM0DKXK9PK	great sugar free candy	I love this stuff but the price has gotten too high I can never find it in stores any more if i want i i have to order through Amazon	4	1
		A3F0PKX1ZJIQ3K	Delicious	Crispy and light, mixes well, makes milk actually taste like chocolate. I recommend eating within 10 minutes, since it might become soggy afterwards	0	0
		AQF2SMXB950D9	Graham crackers good enough for Mommy to eat too!	"I LOVE these graham sticks.  They dissolve well and are super yummy (yes, I have eaten quite a few of them:).  I think they taste better than any other graham cracker I've tried, and they're organic to boot.  As far as sugary snacks go, they have pretty healthy ingredients. I like pretty much everything I've tried from Earth's best.  For those of you interested in how they're sweetened they contain organic invert syrup, organic evaporated can juice, and organic honey.  They don't have anything ""scary"" in them like maltodextrin or other such sweeteners.  Just vitamins and natural, organic products."	1	0
		A23S5J7UQRY6ZO	Much better than I expected	I haven't bought this online yet (I just saw it here for the first time today), but I've been buying it locally for almost a year now. I originally bought it for a mocha dessert recipe in the South Beach Diet book. I tried it to make a latte and was pleasantly surprised. I hadn't expected much from instant espresso based on past experience with instant coffees. This is actually very good. I have only used it for lattes and mochas. I don't do espresso by the shot. I particularly like it when I go camping. I've shared it with fellow campers who also liked it. The flavor is rich and can be adjusted to taste by varying the amount per cup. It also has a light froth on top. I recommend it highly.	16	0
		A2TJF79D51E5GE	The best	This is the best truffle oil out there. They infuse good olive oil. Beware of those who use cheap oils instead! I keep buying this. The seller ships quickly and packs well. You can trust this delicious product!	1	0
		A21FD7O2HHT2ZS	Awesome Flavor	My husband and I are obsessed with this coffee...we take Kcups and hide them around the house because we wanna make sure it lasts a long time! Such a bold and delicious flavor!	0	0
		AV034084VX0FP	Very Pleased	I have been using this product for several months on an over weight, spayed, eight year old female Dalmatian. This dog has been ravenously hungry her whole life and constantly begged for food and stole food when given the oppotunity. Because of that, keeping her weight in check has been a battle. We even went so far as to have health screens done to make sure this wasn't a thyroid or other issue. I decided to try Lean Dog to see if maybe it would help with her appetite. I am pleased to say that it has been like a miracle for her. It has definitly taken the egde off of her appetite. She has dropped weight, her coat looks great and she just appears younger and happier. I like that the product has all natural ingredients and is not filled with drugs. I highly recommend this product for others to try.	0	0
		AJD41FBJD9010	my favorite coffee-- much better than the expensive brands	Nutty, smooth, subtle, with a WONDERFUL aroma-- I love this coffee sooooooo much. Lots of hazelnut coffees have unpleasant notes or aftertastes-- this coffee is just rich, smooth, and perfect.<br /><br />I've been in crisis because stores in my area have stopped stocking it. Thank goodness you can get it on Amazon!	0	0
		A3TY2JLV65FQ69	Great variety pack!	I just got a Keurig coffee maker as a gift and bought this variety pack just to get a small sample of the coffee they offer. Excellent flavors!! Will definitely buy again!	0	0
		A97PIFUL49INR	Highly Disappointing!	I LOVE the Chunky Chews Rawhide Ring and the Rawhide chews so I assumed this one would be as good.  Not so much- my dog got through half of this thing in an hour and was throwing up all night.  I recommend going with something that would last longer.	1	0
		AWZAWKBRY2I4S	Great For Summer Hydration	Great basic hydration for summer. Satisfied with the amount of sweetness. I mix with water and ice cubes for instant satisfaction.	0	0
		A1RHH0NWEILSDB	Delicious	There isn't a ton of variation between the brands. I have had Jiffy Pop and this and the pre-made packages and I think the taste identical. Either way, the taste is delicious and doesn't disappoint! I make these in my Roosevelt 8oz maker and cart!. It's AWESOME!	1	0
		A2KHE353KJDQY6	So good I eat it straight from the jar!	I haven't ordered this item YET, so I can't speak to the customer service angle.  However, I have purchased this product at a local specialty food store that sadly no longer carries it and I must say it's one of the five greatest things I have ever put in my mouth.  It's so great I have literally eaten it straight from the jar! If you've never had lingonberries, they are crimson red, roughly the sized of blueberries, and taste a lot like sweetened cranberries, only better.  They don't have the acrid taste that cranberries sometimes have, but I will say that if you dislike cranberries, this may not be your favorite thing.<br /><br />Of all the lingonberry products I've tried - jams and preserves - the Fellix Preserves are my very favorite.  The berries are whole or in halves, the color is true and the fluid part is completely smooth, rich and has a dense texture.  The flavor is strong enough to stand up to the density and full flavor of a biscuit, but it's also great on bagels or english muffins or toast.  And although I haven't tried doing it, I've heard this is a great product to use in baking - this would be great in a berry muffin, or as a complement to game dishes.<br /><br />I highly recommend this!	7	0
		A1MF176W8X69JP	BAD BATCH	This was my second purchase of this product. The first purchase was great, but this 2nd must have been a defective batch. Most packs did not cook correctly because they were not sealed tight and opened during cooking. That caused them to burn or not cook completely. I did not send them back because I kept thinking, maybe the next one will be better, but I was wrong. There are a few packs left, but I'm hesitant about microwaving them. I will probably purchase some again, but it will not be anytime soon.	1	0
		AJXRXTXGA858O	Brilliant product!	I took one of these tablets, and the results were instantaneous. I drank some pure lemon juice, and it tasted like  very sweet lemonade. My Sister then tried it and spat it out immediately. I then tried a lime, which was delicious, and some cheese. I do not usually like cheese, but i after eating a little bit i was amazed at how wonderful it tasted with the tablets. I highly recommend this product, beacuse it will amaze you the moment you start tasting.	1	0
		A1BU6BSOO8WE5T	My cat's favorite!	My cat is so picky! I've tried every brand and flavor and this is my cat's favorite.	1	0
		A2A4G95R8KOV71	Not So Much	We have a year old pug who will eat just about anything but these!  Unfortunately he just would not go near them no matter how hard we tried to peak his interest.	1	1
		A1S2R41MYHYF0W	Excellent quality	I purchased this product for my goats initially. I like to give a warm drink of molasses water to my does after they kid and I also give a tablespoon full to any goat that seems to be feeling poorly. It seems to give them a good boost when they most need it. I bought an extra bottle for the house because I have always loved a bit of molasses on my biscuits. Much of the molasses, even that labeled blackstrap, that I have been finding in recent years is bland and seems to lack flavor. This molasses is quite delicious, if you like molasses, and is rich and flavorful. It also has high iron content, higher than I was finding in other brands.	8	0
		AQJBTS8BXNJ9N	Popchips BBQ Potato Chips	By accident, I stumbled on this product a few months ago.  Absolutely love the Popchips BBQ Potato Chips.  I've tried ALL the flavors, but BBQ is my favorite.  I'm on Weight Watchers, and this is a great alternative to regular chips...and I don't feel one bit guilty after eating a bag!  I get the individual sized bags by the case...so they're always available.  Can't find them locally, but Amazon.com is the next best thing!	0	0
		A2YVRCZVZ1UF13	Try the bagels!	My son has celiac and I've tried many bread products since his diagnosis 6 months ago.  I hated all of them except this one.  The bread was good, but I tried the recipe on the bag for the bagels and they were great!!!! I was so pleased to have a decent bagel to pack in his lunch instead of those horrible smelling frozen ones.	0	0
